City_ID,City,Latitude,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,arkhangel'sk,64.5401,40.5433,10.06,76,75,4.0,RU,1745008685
365,lucas,41.6501,-83.6666,28.33,43,0,11.32,US,1745008687
366,vorkuta,67.5,64.0,-18.15,100,100,2.17,RU,1745008688
367,la plata,-34.9215,-57.9545,17.68,51,10,3.59,AR,1745008689
368,dalhart,36.0595,-102.5133,14.01,41,0,8.23,US,1745008690
369,pocone,-16.2567,-56.6228,30.68,60,100,1.91,BR,1745008691
370,nasiriyah,31.0521,46.261,21.53,21,0,5.45,IQ,1745008692
371,vadso,70.0744,29.7487,0.09,86,75,7.2,NO,1745008693
372,miles city,46.4083,-105.8406,7.54,36,100,5.14,US,1745008694
373,hun,29.1268,15.9477,21.1,31,4,5.36,LY,1745008696
374,borkum,53.5809,6.6915,7.91,85,62,4.84,DE,1745008697
375,holualoa,19.6228,-155.9522,26.91,63,0,6.69,US,1745008698
376,mata-utu,-13.2816,-176.1745,28.34,71,87,3.81,WF,1745008700
377,murzuq,25.9155,13.9184,27.05,17,7,4.57,LY,1745008701
378,cill airne,52.05,-9.5167,10.13,99,100,2.29,IE,1745008702
379,daru,-9.0763,143.2092,24.93,92,100,3.68,PG,1745008704
380,inirida,3.8653,-67.9239,29.5,77,61,0.69,CO,1745008705
381,kulhudhuffushi,6.6221,73.07,28.5,74,96,2.7,MV,1745008706
382,bondowoso,-7.9135,113.8214,23.76,96,93,1.7,ID,1745008707
383,george town,5.4112,100.3354,27.96,93,20,2.24,MY,1745008708
384,cidreira,-30.1811,-50.2056,25.29,78,0,1.97,BR,1745008709
385,prata,-19.3072,-48.9242,23.68,83,100,3.48,BR,1745008710
386,humaita,-7.5061,-63.0208,27.18,89,100,0.67,BR,1745008711
387,mogadishu,2.0371,45.3438,28.38,72,100,4.44,SO,1745008712
388,lorengau,-2.0226,147.2712,26.35,85,100,3.18,PG,1745008714
389,colonia,50.9333,6.95,9.95,85,20,1.54,DE,1745008622
390,polovinnoye,54.7914,65.9864,-0.21,54,100,4.36,RU,1745008716
391,liman,48.9884,37.8023,13.85,51,0,2.65,UA,1745008717
392,talakan,50.3167,130.3667,4.67,96,100,2.67,RU,1745008719
393,ust'-kut,56.7938,105.7672,-0.55,90,100,4.92,RU,1745008722
394,al ghayzah,16.2079,52.176,26.23,71,0,2.45,YE,1745008723
395,kokopo,-4.352,152.2633,26.04,81,98,1.0,PG,1745008724
396,dhidhdhoo,6.8833,73.1,28.56,74,92,2.92,MV,1745008725
397,tevriz,57.509,72.4042,-6.09,77,25,1.31,RU,1745008726
398,el nido,11.1858,119.3956,26.75,92,100,4.2,PH,1745008727
399,celestun,20.8667,-90.4,32.5,41,31,6.07,MX,1745008728
400,caconda,-13.7333,15.0667,15.72,91,11,1.73,AO,1745008729
401,ust-nera,64.5667,143.2,-10.41,96,71,2.07,RU,1745008731
402,san juan de miraflores,-12.1629,-76.9635,20.29,74,100,2.92,PE,1745008732
403,tarija,-21.5355,-64.7296,22.95,49,40,4.12,BO,1745008734
404,rabo de peixe,37.8,-25.5833,14.73,67,75,4.12,PT,1745008735
405,dapa,9.7594,126.0531,26.43,83,98,3.44,PH,1745008736
406,lospalos,-8.5186,127.0025,22.72,96,99,2.09,TL,1745008737
407,cheney,47.4874,-117.5758,15.47,28,20,2.57,US,1745008738
408,sinjai,-5.1241,120.253,23.87,89,100,2.14,ID,1745008740
409,balqash,46.8481,74.995,2.92,53,1,3.47,KZ,1745008741
410,pyhajarvi,67.0701,27.2176,2.27,92,100,3.28,FI,1745008742
411,coruripe,-10.1256,-36.1756,26.69,73,4,3.76,BR,1745008743
412,alamosa,37.4695,-105.87,8.99,40,75,11.32,US,1745008744
413,juneau,58.3019,-134.4197,6.9,75,100,2.06,US,1745008648
414,bodo,67.28,14.405,6.02,92,100,3.6,NO,1745008747
415,suva,-18.1416,178.4415,24.71,100,75,0.0,FJ,1745008748
416,kailua-kona,19.6406,-155.9956,28.98,64,0,6.69,US,1745008749
417,doume,4.2333,13.45,21.72,86,23,0.55,CM,1745008751
418,novoul'yanovsk,54.1496,48.3891,10.92,81,90,2.06,RU,1745008752
419,wuyang,31.9925,116.2472,17.37,68,52,5.35,CN,1745008753
420,aroma,15.8167,36.1333,33.58,14,9,2.94,SD,1745008754
421,sabang,5.8933,95.3214,28.44,75,99,6.7,ID,1745008755
422,malabar,-33.9667,151.25,14.84,88,0,4.63,AU,1745008756
423,pathankot,32.2833,75.65,26.3,37,34,3.33,IN,1745008757
424,bunia,1.5667,30.25,18.17,83,78,1.07,CD,1745008758
425,qulsary,46.9531,54.0198,15.79,32,100,3.58,KZ,1745008760
426,ebon,4.582,168.6964,27.2,85,83,6.77,MH,1745008762
427,bakanas,44.8081,76.2772,7.7,24,90,4.0,KZ,1745008763
428,nikolayevsk-on-amure,53.1406,140.73,0.79,70,15,1.33,RU,1745008764
429,san francisco de la paz,14.9,-86.2,30.99,29,1,1.83,HN,1745008765
430,coquimbo,-29.9533,-71.3436,16.85,72,0,5.66,CL,1745008767
431,samitah,16.596,42.9444,30.52,50,1,1.87,SA,1745008768
432,kupang,-10.1667,123.5833,25.32,100,100,2.06,ID,1745008769
433,saint-philippe,-21.3585,55.7679,25.89,83,37,4.39,RE,1745008771
434,vilhena,-12.7406,-60.1458,30.12,62,40,2.06,BR,1745008772
435,aztec,36.8222,-107.9929,3.67,60,100,6.18,US,1745008773
436,salaga,8.5508,-0.5188,27.85,65,99,4.89,GH,1745008774
437,aleksandrovsk-sakhalinskiy,50.8975,142.1561,1.04,89,16,2.61,RU,1745008776
438,sharlyk,52.9167,54.75,13.09,79,68,3.39,RU,1745008777
439,rawson,-43.3002,-65.1023,16.16,39,0,6.17,AR,1745008778
440,san luis,-33.295,-66.3356,14.72,59,88,8.0,AR,1745008779
441,la peca,-5.6111,-78.435,24.63,81,97,1.34,PE,1745008780
442,hluti,-27.2167,31.6167,15.21,85,75,0.99,SZ,1745008781
443,comacchio,44.6975,12.1858,14.0,77,12,5.03,IT,1745008782
444,kacuni,44.065,17.9386,9.37,74,6,1.98,BA,1745008783
445,elverum,60.8819,11.5623,8.08,75,100,1.29,NO,1745008785
446,san matias,-16.3667,-58.4,32.0,53,100,2.61,BO,1745008786
447,bardai,11.65,7.2333,29.33,10,24,3.76,NG,1745008789
448,alofi,-19.0595,-169.9187,26.94,74,75,6.69,NU,1745008790
449,crane,31.3974,-102.3501,29.32,21,100,6.85,US,1745008792
450,bubaque,11.2833,-15.8333,24.41,72,8,7.63,GW,1745008793
451,kidal,18.4411,1.4078,33.31,11,7,6.26,ML,1745008794
452,uturoa,-16.7333,-151.4333,27.3,75,96,7.06,PF,1745008795
453,newman,37.3138,-121.0208,20.15,33,22,6.17,US,1745008796
454,madinat ash shamal,26.1293,51.2009,22.88,58,0,5.51,QA,1745008797
455,galle,6.0367,80.217,27.52,79,25,4.22,LK,1745008798
456,loukhi,66.0764,33.0381,6.85,85,100,5.69,RU,1745008799
457,atvidaberg,58.2015,15.9977,11.66,89,100,1.93,SE,1745008801
458,tanout,14.9709,8.8879,29.13,7,0,5.09,NE,1745008802
459,beaufort west,-32.3567,22.583,20.36,27,0,2.2,ZA,1745008803
460,manturovo,58.3353,44.7619,12.8,83,94,1.31,RU,1745008563
461,arno,60.1167,18.6333,9.18,96,100,2.22,SE,1745008805
462,rio casca,-20.2261,-42.6508,24.16,82,100,0.47,BR,1745008806
463,lagos,6.5833,3.75,27.65,81,98,3.16,NG,1745008807
464,sao geraldo do araguaia,-6.4006,-48.555,26.84,88,50,1.39,BR,1745008808
465,teknaf,20.8624,92.3058,25.38,83,4,1.46,BD,1745008809
466,tshabong,-26.05,22.45,20.61,62,37,8.71,BW,1745008811
467,strathalbyn,-35.2667,138.9,24.18,32,100,4.23,AU,1745008812
468,bridgewater,44.3835,-64.5155,13.95,24,34,7.2,CA,1745008813
469,ugoofaaru,5.6667,73.0,28.46,75,89,3.6,MV,1745008814
470,verdal,63.7933,11.4817,7.05,80,100,2.28,NO,1745008815
471,arraial do cabo,-22.9661,-42.0278,25.98,83,40,5.66,BR,1745008816
472,geneina,13.45,22.45,27.17,6,1,5.2,SD,1745008817
473,callaway,30.153,-85.5699,26.69,64,0,9.26,US,1745008819
474,peace river,56.2501,-117.286,20.17,27,0,9.26,CA,1745008820
475,howard springs,-12.497,131.047,26.95,100,93,1.56,AU,1745008821
476,castel madama,41.9735,12.8685,10.17,99,2,2.42,IT,1745008822
477,thanh hoa,19.8,105.7667,25.03,87,100,0.87,VN,1745008823
478,kirakira,-10.4544,161.9205,27.36,84,100,1.69,SB,1745008824
479,weno,7.4515,151.8468,27.97,78,20,4.12,FM,1745008825
480,oranjemund,-28.55,16.4333,17.65,82,51,2.01,NA,1745008826
481,westport,41.1415,-73.3579,17.37,43,0,6.69,US,1745008827
482,miandoab,36.9694,46.1027,7.12,50,1,1.8,IR,1745008829
483,tianshui,34.5439,105.6897,11.05,54,0,1.54,CN,1745008830
484,shilin,24.8188,103.3324,15.63,66,93,1.85,CN,1745008831
485,yanam,16.7333,82.2167,25.74,91,35,0.94,IN,1745008832
486,taltal,-25.4,-70.4833,18.41,77,44,1.72,CL,1745008833
487,belalcazar,2.6547,-75.9928,21.78,67,40,2.26,CO,1745008834
488,boca do acre,-8.7522,-67.3978,28.67,70,99,0.79,BR,1745008835
489,paita,-5.0892,-81.1144,24.48,69,95,6.77,PE,1745008836
490,pacific grove,36.6177,-121.9166,16.32,78,100,3.13,US,1745008838
491,constantia,44.1833,28.65,9.28,95,91,3.78,RO,1745008839
492,rebrikha,53.0733,82.3408,-1.89,81,75,3.38,RU,1745008840
493,fountain hills,33.6117,-111.7174,23.19,33,75,3.09,US,1745008605
494,barah,13.7,30.3667,27.67,7,30,4.3,SD,1745008842
495,reftinskiy,57.0901,61.6769,0.25,98,100,3.75,RU,1745008843
496,touros,-5.1989,-35.4608,27.9,73,53,5.01,BR,1745008844
497,bago,17.3367,96.4797,26.33,82,2,1.57,MM,1745008845
498,al jawf,29.5,38.75,21.02,20,82,4.9,SA,1745008847
499,pskov,57.8136,28.3496,15.95,67,0,1.0,RU,1745008848
500,helong,42.5397,128.9972,5.57,81,100,2.7,CN,1745008849
501,hinton,53.4001,-117.5857,16.87,30,18,3.93,CA,1745008850
502,yantongshan,43.2919,126.0094,7.79,59,100,2.8,CN,1745008851
503,dongcun,36.7767,121.1597,11.05,76,94,1.88,CN,1745008852
504,muri,23.3667,85.8667,26.32,68,0,2.07,IN,1745008853
505,libertad,8.9442,125.5019,23.35,87,99,2.25,PH,1745008854
506,vila franca do campo,37.7167,-25.4333,15.23,73,5,2.97,PT,1745008855
507,samux,40.7647,46.4085,9.56,81,40,2.06,AZ,1745008857
508,dinguiraye,11.3,-10.7167,31.28,32,62,1.97,GN,1745008858
509,staraya russa,57.9944,31.3608,15.17,91,6,2.65,RU,1745008859
510,iranshahr,27.2025,60.6848,26.19,15,0,4.12,IR,1745008860
511,la ronge,55.1001,-105.2842,1.14,51,20,3.6,CA,1745008861
512,tromso,69.6496,18.957,1.01,80,40,4.63,NO,1745008862
513,malanje,-9.5402,16.341,18.62,94,100,0.19,AO,1745008863
514,hammerfest,70.6634,23.6821,-0.75,86,100,5.14,NO,1745008864
515,pionerskiy,54.9508,20.2275,16.91,93,78,2.33,RU,1745008866
516,la manga del mar menor,37.6413,-0.7165,18.47,77,0,4.12,ES,1745008867
517,huarmey,-10.0681,-78.1522,22.62,73,100,4.87,PE,1745008868
518,usinsk,65.9939,57.5281,-2.63,97,100,7.37,RU,1745008869
519,bathsheba,13.2167,-59.5167,30.34,66,20,7.72,BB,1745008871
520,maryborough,-25.5333,152.7,18.03,92,5,1.09,AU,1745008872
521,zaozersk,69.4005,32.4476,-0.15,89,93,9.17,RU,1745008874
522,bamboo flat,11.7,92.7167,26.95,80,33,2.35,IN,1745008875
523,dryden,49.7833,-92.7503,2.16,93,100,2.57,CA,1745008876
524,silver city,32.7701,-108.2803,17.04,19,25,10.28,US,1745008877
525,palmer,42.1584,-72.3287,18.58,27,100,1.34,US,1745008878
526,oton,10.6931,122.4736,26.38,82,80,5.35,PH,1745008879
527,kerema,-7.9631,145.7785,25.63,84,100,2.67,PG,1745008880
528,encheng,22.1839,112.3026,24.51,95,84,2.05,CN,1745008881
529,kayangel,8.0823,134.7173,28.51,78,84,6.75,PW,1745008883
530,komarichi,52.4151,34.7905,13.61,67,3,1.61,RU,1745008884
531,lazaro cardenas,17.9583,-102.2,29.82,45,100,6.15,MX,1745008885
532,isangel,-19.55,169.2667,25.67,71,81,2.34,VU,1745008886
533,basciftlik,40.5469,37.1692,6.82,61,2,2.83,TR,1745008887
534,old saybrook,41.2918,-72.3762,16.19,44,97,2.24,US,1745008888
535,axim,4.8699,-2.2405,27.72,84,34,3.91,GH,1745008889
536,hamada,34.8833,132.0833,16.3,82,99,1.74,JP,1745008890
537,hasaki,35.7333,140.8333,16.3,92,37,4.91,JP,1745008892
538,aykhal,66.0,111.5,1.92,90,100,9.64,RU,1745008893
539,pulivendla,14.4167,78.2333,30.86,46,100,1.67,IN,1745008894
540,ciudad del maiz,22.4,-99.6,31.13,25,63,2.81,MX,1745008895
541,roxas,11.5853,122.7511,26.53,86,91,4.0,PH,1745008896
542,sisimiut,66.9395,-53.6735,-1.26,83,100,2.95,GL,1745008897
543,turpan,42.9333,89.1667,18.84,22,96,2.02,CN,1745008898
544,wau,7.7029,27.9953,28.28,43,100,1.28,SS,1745008899
545,dzhalagash,45.0833,64.6667,12.39,37,8,1.94,KZ,1745008901
546,minab,27.1467,57.0801,23.94,66,1,1.77,IR,1745008902
547,ilebo,-4.3167,20.5833,21.49,94,100,0.36,CD,1745008903
548,fort mcmurray,56.7268,-111.381,12.77,30,20,7.72,CA,1745008904
549,beidao,34.5686,105.8933,11.37,55,0,1.34,CN,1745008905
550,kabare,-2.4683,28.8242,16.42,95,89,0.24,CD,1745008906
551,tasqala,51.1167,50.3167,14.75,54,99,1.61,KZ,1745008907
552,puerto asis,0.5133,-76.5007,28.94,71,65,1.44,CO,1745008908
553,inhambane,-23.865,35.3833,22.21,64,100,4.15,MZ,1745008910
554,enriquillo,17.9,-71.2333,28.96,61,16,3.88,DO,1745008911
555,elista,46.3078,44.2558,11.29,62,0,5.0,RU,1745008912
556,tuy hoa,13.0833,109.3,23.93,86,25,1.56,VN,1745008913
557,aleysk,52.4926,82.7822,0.69,61,100,5.24,RU,1745008914
558,taroa,8.7058,171.2275,26.72,78,100,7.16,MH,1745008915
559,vinales,22.6164,-83.7078,29.96,40,2,4.81,CU,1745008916
560,general cabrera,-32.8131,-63.8724,16.28,61,100,3.25,AR,1745008918
561,prado,-17.3411,-39.2208,25.63,89,19,2.58,BR,1745008919
562,ta`u,-14.2336,-169.5144,28.1,72,100,5.71,AS,1745008920
563,makhambet,47.6667,51.5833,12.48,39,99,4.19,KZ,1745008921
564,tokonou,9.65,-9.7833,24.41,78,100,2.02,GN,1745008922
565,manicore,-5.8092,-61.3003,30.44,71,87,0.61,BR,1745008923
566,fiche,9.8,38.7333,15.32,56,100,1.14,ET,1745008924
567,san pedro,14.35,121.0167,28.57,75,20,2.57,PH,1745008925
568,namibe,-15.1961,12.1522,22.73,68,12,4.38,AO,1745008926
569,leava,-14.3,-178.1667,28.06,74,94,1.22,WF,1745008927
570,dompu,-8.5356,118.4622,24.01,99,100,1.23,ID,1745008929
571,la chapelle-saint-luc,48.3173,4.0399,11.03,66,0,4.12,FR,1745008930
572,ifrane,33.3333,-5.25,10.79,76,99,1.12,MA,1745008931
573,labrador city,52.9463,-66.9114,0.95,64,75,6.17,CA,1745008932
574,la'ie,21.6477,-157.9253,27.81,74,15,1.79,US,1745008933
575,lipljan,42.5217,21.1258,13.93,49,75,3.09,XK,1745008934
576,cooper's town,26.8667,-77.5167,23.75,64,3,9.04,BS,1745008935
577,vandergrift,40.6028,-79.5648,26.56,39,60,5.0,US,1745008936
578,grande prairie,55.1667,-118.8027,20.1,26,100,11.32,CA,1745008773
579,vuktyl,63.8567,57.3094,-1.65,97,100,3.85,RU,1745008940
580,mali,12.079,-12.2982,23.43,52,86,2.04,GN,1745008941
581,brinkmann,-30.8659,-62.0374,21.66,76,0,6.44,AR,1745008943
582,nenjiang,49.1833,125.2167,3.88,97,100,5.59,CN,1745008944
583,puerto quijarro,-17.7833,-57.7667,29.73,62,100,1.2,BO,1745008946
584,porbandar,21.6422,69.6093,26.0,82,2,5.31,IN,1745008947
585,hailar,49.2,119.7,-0.32,90,100,2.15,CN,1745008948
586,nogliki,51.8333,143.1667,-3.26,82,0,1.85,RU,1745008949
587,sumberpucung,-8.1586,112.4829,25.76,98,100,0.92,ID,1745008950
